userName,content,score,at
P Mono,Signal stabil dan pengaduan gangguan cepat ditindaklanjuti. Weslah top markotop tenan pokoke.,5,2023-05-22 12:42:45
Munawir Haris,"Kecewa, untuk yg ke2x mau login aja susah bener",1,2023-05-22 12:37:33
rhaaa,Pake aplikasi ini membantu banget buat mantau koneksi wifi,5,2023-05-22 12:36:27
Lilyuli Uli,Aplikasinya mempersulit pelanggann. Makin kesini makin ribet,1,2023-05-22 12:26:00
benny chandra,lemot,2,2023-05-22 12:24:19
Cotton Candy,Koneksi buruk.. pdhal slalu bayar tagihan tepat waktu. Nyesel. Dan skrg gue mau berhenti pke indihome,1,2023-05-22 11:54:32
Reyna Rz,Good,5,2023-05-22 11:27:52
Zia Azzia,Pokoknya pelayanan service semua the best saya udah langganan Indihome dari lama,5,2023-05-22 11:23:54
Deni Nugroho Arifianto,Mantab,5,2023-05-22 11:22:55
Gugum Gumilar,"Kecewa sama Teknisi Indihome Mau pasang wifi gk bisa kendala jarak, padahal sebelumnya di tetangga rumah sudah ada yg terpasang Kecewa sumpah, teknisi seperti gk ngutamain konsumen",1,2023-05-22 11:02:30
Rudikman Manullang,"Aplikasi secara umum sangat bermanfaat, tapi tidak berfungsi sebagaimana mestinya bug ada hampir disetiap menu respon lambat, log out otomatis hanya dalam beberapa hari,saat login pasword salah, saat reset ulang password maaf kami sedang meningkatkan layanan silahkan coba lagi, saat dicoba lagi reset pasword masukkan password baru, lpasword yang anda masukkan sudah pernah dipakai sebelumnya, saat ganti berulang² akun anda diblokir sementara parah kan? Kalau bisa ribet kenapa harus mudah, setuju",1,2023-05-22 10:58:43
Wima Nalendra,"kurang puas, tivi gak bisa, film di batasi, semakin mahal tambah di batasi",1,2023-05-22 10:50:19
sam herry,sangat membantu,4,2023-05-22 10:46:47
heru prayogo,Aplikasinya makin lemot. Fitur self care nya malah bikin proses pelaporan masalah jadi lama. Admin wa nya respon lambat sekali. Kembalikan fitur yang dulu aja,1,2023-05-22 10:35:47
Mochamad Ikhsan Anugrah,"APLIKASI SERING TIDAK BISA DI GUNAKAN ""SEDANG DALAM PENINGKATAN LAYANAN"" selalu kaya gitu",2,2023-05-22 09:55:52
Arie Dyputra,Udah download loading super lama sekali buka aplikasi.,1,2023-05-22 09:40:01
AP. Rafika Wewang,Pelayanan cepat,5,2023-05-22 09:21:37
Arkana Zayn,Tidak dapat digunakan,1,2023-05-22 08:51:43
Yahya toxiz,"apk nya sering muter"" padahal menggunakan wifi indihome dan ada bagian bwrmasalah dan saya sudah menghubungin call center (147) tetap ga bisa....",1,2023-05-22 08:38:35
Hanief Pratama,"Aplikasinya sangat menarik banyak fitur yang bisa digunakan dan mudah dimengerti. Banyak juga pilihan paket internetnya, berlangganan di Indihome enak banget.",5,2023-05-22 08:34:51
Evlan Mz,Mantab,4,2023-05-22 08:32:53
KOMIK MANHUA,"Aplikasih busuk dan ampas... Tiba tiba keluar sendiri,, mulai masuk lagi minta password tapi tetap tidak bisa masuk lagi... Aplikasi ampas....",1,2023-05-22 07:59:33
marnis-wanji,Layanan bagus sinyal stabil dan cepat,5,2023-05-22 07:57:40
Jekki Shine,Petugas tidak responsif terhadap sinyal yang hilang,1,2023-05-22 07:41:48
Bifadlika Jannata Bi J Bif,"Lelet, lambat, lamban, udah bayar mahal2 padahal",1,2023-05-22 07:21:25
Kang Fatah,Aplikasi lemot refresh lamaaa,3,2023-05-22 07:02:04
Lina Nurgasari,"Aplikasi nya bagus banget, ngk ada lemot sama sekali. Pas daftar juga nggk bikin pusing simple banget.",5,2023-05-22 06:57:14
Suherman Suherman,Alhamdulillah,5,2023-05-22 06:53:02
Sate kambing M ZAN,Ok,5,2023-05-22 06:37:30
Abu Hasan,Sangat mudah digunakan terimakasih myindihome 😘😘😘😘😘🥰,5,2023-05-22 06:29:18
Encep Sumitra,Good,5,2023-05-22 06:03:45
Amin Toro,"Paket komplit internet dan acara tv nya juga sangat variatif..saya sudah lebih dari 5th berlangganan Indihome,buat di toko dan rumah,.. keluarga juga saya rekomendasikan dan mereka pun nyaman dg segala fasilitasnya...!!",5,2023-05-22 06:00:20
Nanang Purwana,Selalu lemot kalau buka ini aplikasi Selalu saja dalam pemeliharaan,3,2023-05-22 05:58:04
carek,Aplikasinya oh sunggu-sungguh lemoooootttt,1,2023-05-22 05:57:50
Pitriyach Suryanich,good job... semoga kuat jaringannya,5,2023-05-22 05:35:09
gagan abiasa,Payah,1,2023-05-22 05:29:18
Nurul Fitri,"MyIndihome adalah aplikasi yang sangat berguna dan diperlukan bagi pengguna layanan Indihome. Dengan berbagai fitur yang berguna, antarmuka yang intuitif, dan kemudahan penggunaan, aplikasi ini memberikan pengalaman yang positif bagi pengguna Indihome.",5,2023-05-22 05:26:57
Regoor Reemang,Kasih lima bintang saja dah,5,2023-05-22 05:12:40
RONINGSIH SUWANDA,Setelah ganti hp tidak bisa di buka mhn bantuannya🙏🙏🙏,5,2023-05-22 05:05:19
Miftahul Huda,Mantap dan memuaskan sekali indihome terimakaaih,5,2023-05-22 04:52:23
Msaid Suma,"Capek pake indihome, telat bayar sudah di denda internet di isolir bener² bikin muak!! Denda denda aja kenapa harus di isolir, kalau gak bisa di pake gak usah di denda dong, dapat provider lain auto pindah, sudah sering lelet berhari² gak ada kompensasinya bener² deh 👎🏻!! Kapok pake indihome 🗣",1,2023-05-22 04:50:54
Mohamad Rifki Yasin,"Jelek aplikasinya, sdh hmpir 1 jam dibuka cuman loading terus. Sdh ganti pake jaringan data juga tetap sama",1,2023-05-22 04:17:08
Ardian Susana,Sangat memuaskan. Ada kendala apapun cepat di perbaiki. Harga terjangkau kekuatan jos gandos,5,2023-05-22 03:49:21
Ibun Free,"PELAYANAN BURUK PEMINDAHAN SAYA BAYAY 270RB, MODEL SURUH AMBIL SENDIRI GILA LOH, SAYA INI BAYAR UNTUK PINDAH .. YA KLAU GRATIS GPP SYA AMBIL SENDIRI, INI SAYA BAYAR WOW 270RB, SEHARUS NYA DI PINDAH KAN, KLAU SAYA MINDAH SENDIRI NAMA NYA SAYA PINDAH SENDIRI JELEK LOH",1,2023-05-22 03:46:27
Eko Aris,"Lambat bngt aplikasinya, loadingnya. Mau tuker point munculnya lagi perawatan terus...",1,2023-05-22 03:10:54
Budi Santoso,Oke,5,2023-05-22 03:08:20
echam id,Semua ada,5,2023-05-22 03:02:47
Dimas Fauzi,Sangat membantu sekali,5,2023-05-22 03:00:24
Rendika Yoga,"Alhamdulillah semenjak ada My indihome jd tau batas kuota yg dipakai, dulu mah asal aja pakai tanpa tau batas fup, eh tau2 kecepatan menurun, be smart a user guys ☺️",5,2023-05-22 02:48:02
Bagas Prasetya,"wah indihome sangat membantu sekali, jaringannya sangat cepat. Jadi nyaman deh kalo lagi drakoran.",5,2023-05-22 02:39:47
Aji Kurniawan,"Mudahnya, myIndiHome adalah aplikasi mobile yang bisa digunakan pelanggan untuk menikmati semua layanan IndiHome hanya lewat smartphone di genggaman kalian.Aplikasi myIndiHome ini telah diperbaharui sehingga menghadirkan lebih banyak opsi layanan IndiHome yang lebih menarik, baik itu dari segi fitur dan tampilan nua aplikasinya yang mengusung konsep new excitement untuk pelanggan.",5,2023-05-22 01:21:50
Ahmad Fauzan,NGELEG APK KONTOL,1,2023-05-22 01:00:07
Sekolah SAI Aisyah Gunungpati,aplikasi sangat lelet,1,2023-05-22 00:44:55
Restu18,poinya ga pernah nambah,1,2023-05-22 00:08:39
Miftah Ulimudin,🥴,1,2023-05-21 23:21:04
Muhammad Rizaldi,Senang berselancar bersama,5,2023-05-21 23:14:49
Reki Herdiana,"Baru aja pasang 2 hari, seharian wifi lemot anj",1,2023-05-21 23:00:36
Andreas Hwa hwa,indihome emang joss .. hrga murah signal jos .. g nyesel pakek indihome,5,2023-05-21 22:49:02
Usman Raliby,Kesel bgt sama pelayanan 147,1,2023-05-21 21:34:05
Reidy R,Buruk dalam segala hal,1,2023-05-21 19:21:44
Mars Hard,Kalau tgl 21 jangan pet totAl mati...biar bisa lihat tagihan Indihome...,5,2023-05-21 18:49:19
Romeo,"App yang sangat cocok buat pengguna indihome dimanapun berada, app sangat lengkap dan mudah dimengerti cara menggunakannya. Top top top",5,2023-05-21 18:42:16
Hary Syahputra,"Mantap. Seluruh informasi sudah sangat lengkap. Terimakasih, sangat membantu...",5,2023-05-21 18:14:12
Febri Anka,Ok,5,2023-05-21 17:51:10
laura putri,sangat puas dengan fitur yg ada di my indihome. gampang bayar tagihan & upgrade speed,5,2023-05-21 17:18:31
Sonny leyn,"Mudah digunakan ,dan banyak kemudahan.",5,2023-05-21 16:34:21
Joko Selip,Jgn pakai indihom lemottt,1,2023-05-21 16:13:07
sutarno saputro,Lebih memudahkan pelanggan indihome,5,2023-05-21 16:05:07
POPCORN JOGJA,Sebenarnya udah lama pengen kasih rating.. tapi kok sinyal nya gak ada terus ini. Mau lapor pakai myindihome juga gak bisa... Kasih paham nya dong...,2,2023-05-21 15:43:54
WENDI_2006,"Hari ini daftar, hari ini juga pemasangannya. Admin & teknisi sangat ramah dan fast respon.. terimakasih Sukses terus IndiHome",5,2023-05-21 15:37:40
Abdu Ar'Rauf,sangat baik dalam pengerjaan dan pengertian terhadap keinginan customer serta cepat tanggal menghadapi masalah yang di alami customer,5,2023-05-21 15:18:48
Bagas Saputra,"Overall bagus, sudah cukup lama berlangganan semoga bisa makin ditingkatkan layanannya",5,2023-05-21 14:37:26
Sri Rahayu,"Udh lama berlangganan indihome, jadi hemat bgt tapi jaringan kenceng untuk sosmed dll",5,2023-05-21 14:32:18
Nanda Lubi,Keren app nya ga perlu ribet lagi bayar tagihan IndiHome ke alfa cukup dri app ini aja trf pake mbanking deh.,5,2023-05-21 14:31:25
Hengfi Gunawan,"Sdh komplain berkali kali tetap hasilnya hanya 1,70 mbps tdk bisa lebih.. Bayar hanya hanya bisa di pakai chat...",1,2023-05-21 14:18:49
tedy bs,sangat membantu sekali untuk kegiatan sehari hari,5,2023-05-21 14:15:14
Aulia Zhrh,"aplikasi worth banget, mempermudah pengguna indihome, skrng janjian dg teknisi juga bisa online, keren bgt, banyak promo menarik",5,2023-05-21 14:10:14
Anggela,Recommended!! Mudah digunakan dan sangat membantu...,5,2023-05-21 14:09:42
L Febriana N,"Aplikasi yang sangat keren, memantah aktivitas dan koneksi jaringan wifi di rumah. Mudah diakses dan digunakan pula. Sangat membantu.",5,2023-05-21 14:03:08
Lutfy Rahman,"Maap, ini mah udh gak bisa tertolong lagi, wifi lemot udah diupgrade dari 30mbps ke 60mbps, gak ada perubahannya sama sekali bantuan ke CS bukannya segera difollowup malah dialihkan ke teknisi, sama sama lemot gak CS gak TEKNISI dua duanya lemot semua. Sengaja komentar publish disini gak langsung ke CS biar yang lain pada baca, lain kali kalo pasang wifi pikir"" dulu deh.",1,2023-05-21 13:51:57
Bambang Gg20,Ngelag wifi gak jelas,1,2023-05-21 13:35:35
Aiueoi Unhg,"Semenjak ada aplikasi ini semakin dipermudah, pelayanannya cepat dan ramah sekali, suka bangett👍🏻👍🏻👍🏻",5,2023-05-21 13:34:24
Mamad Olshop,memudahkan semuanya,5,2023-05-21 13:30:53
Dwinanto Suberlian,Teknisi datang saat itu juga. Good job,4,2023-05-21 13:17:44
Nurma Yanti,LEMOT BGT JELEK APLIKASINYA,1,2023-05-21 13:06:50
desa pabaungan pantai 2020,Ok lah,5,2023-05-21 12:53:20
Djuli Herjanara,Sangat membantu dan berguna sebagai sarana komunikasi,5,2023-05-21 12:39:19
Bgmaskur Nad,"balasan lambat dan sulit komunikasi, aplikasi cacat",1,2023-05-21 12:24:56
RR Official Channel,Good,5,2023-05-21 12:22:34
TRADER WARKOP,buat pelanggan tetap yang buat usaha UMKM adakah kemudahan biaya? bonus lebaran ga ada masa dah setahun lebih ga ada hadiah apa2? mohon dipertimbangkan biar kami semakin solid menjadi partner,5,2023-05-21 12:21:32
dans pribadi,Punya aplikasi dan produk sendiri tapi sulit digunakan fitur bantuannya. Yg lancar cuma fitur tagihannya doang,2,2023-05-21 12:09:49
M Ihsan Maulana,Sinyalnya gk ada perkembangan... Tlolootollotlllloll,1,2023-05-21 12:03:19
nico sandi,Terbaikkk.,5,2023-05-21 11:46:48
SKAY RETURN,Recomended,5,2023-05-21 11:37:56
Arta Suyasa,My Indihome sangat membantu. Pelayanan perbaikan internet cepat.,5,2023-05-21 11:37:49
Puji Yanto,Mantab pokoknya,5,2023-05-21 11:25:30
nur aini,"secara keseluruhan suka sama aplikasi ini karena membantu memantau wifi dirumah, cs fast respond, aplikasinya nggak ngelag ngelag mantap myIndiHome",5,2023-05-21 11:23:52
Kim Hannah,Aplikasi yang membantu kendala dan keperluan di myIndoHome. Mudah sekali fiturnya kepada pemula dan fast respon dalam penanganan,5,2023-05-21 11:13:47
Puri Sintia,"Aplikasinya bagus, tampilannya juga mudah dipahami, recommended nih membantu banget 👍",5,2023-05-21 11:07:06
Qwerty 3,Make ini kebantu banget biar irit paketan top banget si indihome ini,5,2023-05-21 10:53:44
Nur Windasari,Terbaik,5,2023-05-21 10:18:47
ardinal 07,kenapa tidak bisa di upgrade speeds nya?,4,2023-05-21 10:16:09
Ferry,Semoga semakin amanah,5,2023-05-21 10:14:51
zenal mutaqin,"Bagus banget,komplen pun cepat di tanggain",5,2023-05-21 10:14:19
Putra Agung Dewata,Ngikut saran di aplikasi,5,2023-05-21 10:11:48
Hendri Bachtiar,Oke,5,2023-05-21 09:49:26
Rusprianti S. Pd. SD.,"Selama saya menggunakan aplikasi IndiHome, semua jadi mudah, tinggal klik, beres dech, tanpa keluar rumah, kontak dengan orang banyak, pokonya sip dech pake aplikasi My IndiHome, tanpa keluar rumah kita bisa tahu promo dan berita yang ada di MyIndiHome, IndiHome is the best, tingkatkan pelayanan, semangat dan sukses terus indihome, you are the best",5,2023-05-21 09:29:10
Jovan Turang,Nice application,5,2023-05-21 09:19:44
Ruslan Ruslan,Bagus smakin menarik,5,2023-05-21 09:16:34
Nova Brenk,Solusi gangguan lambat / kurang cepat.,2,2023-05-21 09:03:17
Radika Irfan,"Sangat membantu sekali myIndiHome, mudah untuk mengetahui cek sinyal dan pelayanan di daerah tertentu dan fiturnya juga mudah digunakan",5,2023-05-21 08:41:29
Miya A,"Pelayanan di myIndiHome sangan fast respon, jika ada kendala langsung direspon oleh pihak sana. Dan lagi bisa memantau koneksi dan jaringan lewat aplikasi ini",5,2023-05-21 08:39:06
Abd Razak Abutahir,Sangat mudah di gunakan,5,2023-05-21 08:33:05
Neva,"aplikasinya mudah digunakan bagi pengguna baru ketika wifinya eror, bisa untuk memantau jaringan, mempermudah pembayaran juga! 👍🏻👍🏻",5,2023-05-21 08:27:03
teuku zulfan,Cepat tanggap,5,2023-05-21 08:24:43
dwi Gerdu,Terima kasih,5,2023-05-21 08:16:08
Yudi anto,"Internet rumah ya indihome, kecepatannya stabil,acara TV nya jg lengkap dan paling lengkap dibandingkan yg lain, gangguan jarang bs dihitung jari selama saya join, jika adapun cepat lancarnya saat komplain ke CS. Pokoknya the best lah Mau internetan ya indihome 😊❤😍👍",5,2023-05-21 08:12:47
Gilang Muhammad surya,Indihome jaringannya bagus saya pelanggan sangat puas atas indihome 😊,5,2023-05-21 08:04:16
muhamad afdhalul ikhsan azizi,SI MAMAN MAKAN ATAP MANTAAAAAP 🔥,5,2023-05-21 08:00:06
Sri Mulyati Ramlan,Msh bingung .. blom bisa di gunakan di luar rumah .. apalg berbagi perangkat .. 😥,4,2023-05-21 07:50:11
Al Faizar,Terima kasih indihome,5,2023-05-21 07:50:11
Yulis Tiana,"Gajelas ni app, baru jga download tolong sistem segera diperbaiki mo bayar indihome woi",1,2023-05-21 07:43:40
Dinda pratiwi,Sinyal kadang2 suka lemot padahal yang make engga banyak. Udah dibayar mahal2 sinyal juga jelek padahal baru dibayar tapi bisa2nya gak ada sinyal muter2 aja nntn yt tolonglah diperbagus/diperbaiki bayarnya mahal loh 300k lebih,3,2023-05-21 06:49:37
Anisa putri,baguss bangettt siii,5,2023-05-21 06:41:04
YUDI PRAKOSO,Lemot banget ajg,1,2023-05-21 06:27:09
KontoruMan,Akses terlalu berbelit belit,1,2023-05-21 06:07:40
Rames Sitorus,Teknisi Indihome responsif dan cepat dalam menyelesaikan masalah. Terima kasih. 👍👍,5,2023-05-21 06:02:58
Mohamad Amin,Indihome jaringannya terbaik,5,2023-05-21 05:56:06
Meyza Ulil Albab,"Aplikasi banyak bug, selalu gagal saat membuat laporan di bagian bantuan, lemot, kebanyakan loading, pelayanannya pun lelet,",1,2023-05-21 05:55:25
akun Khusus,Bnyak BUG,1,2023-05-21 05:55:21
Irman Sutowo,"Sgt lancar, semoga kualitas tetap bagus",5,2023-05-21 05:42:33
Lisa Gozal,Excellent,5,2023-05-21 05:35:02
NaraTaqqi Ceria,buruk,1,2023-05-21 05:29:50
RAHMAN FA0802,Nice,5,2023-05-21 05:06:26
Alpha Xeon,Harga elit pemasangan sulit,1,2023-05-21 04:57:03
alisia akbar baharudin,Setiap suruh login ulang Aplikasinya gangguan mulu mau cek pembayaran jadi susah,2,2023-05-21 04:30:56
Muhammad Rizky,Kualitas internet okk & pelayanan cepat,5,2023-05-21 04:25:10
Kaconk FQ,"Aplikasi terlalu berat, pergantian tools satu dengan yg lainnya tidak responsif, muter² aja",1,2023-05-21 04:15:11
NABILA MAIA FITRIA,degan jaringan fiber ...informasi lebih cepat sampai,5,2023-05-21 04:12:10
sutan zakaria,"Secara tampilan sangat mudah dipahami,perbaiki lagi min biar lebih responsif",4,2023-05-21 04:01:37
daya motor,"Sangat bermanfaat bagi para user MyIndiHome, bagi para pemula fitur-fitur yang disediakan apk MyIndiHome sangat memadai, gak nyesel saya download nya",5,2023-05-21 03:48:35
Khoeri Huda,Mohon bantuannya kenapa di tempat saya kok lambat penanganan udah trobel 3 hari di kasih laporan kok gak ada respon mohon bantuannya,2,2023-05-21 03:39:50
Joan Delian,Sumpah mau masuk aplikasi aja lama nya minta ampun Jaringan bagus jg tetep aja muter2,1,2023-05-21 03:33:21
luvieluv._,loading terlalu lama,4,2023-05-21 03:28:55
Mujahidin Teknik,Mantap,5,2023-05-21 03:27:27
Viruz XD,"Entah kenapa sudah lebih dari satu tahun berlangganan, jaringan di teras depan rumah agak susah. Padahal sebelumnya sangat bagus",3,2023-05-21 03:21:49
Najwa Khaira,Sangat bagus,5,2023-05-21 03:14:27
Syakila Humaira,Min cara ganti pasword wifi nya gimana ya,2,2023-05-21 03:13:34
Rama Mahardika,Kenapa selalu error saat membuka pengaturan wifii?,2,2023-05-21 03:01:25
Diva Azzahra,Aku ngajuin keluhan eh ada petugas dari indihome nya langsung gercep ke rumah mana baik lagi !!!! Bintang 5,5,2023-05-21 02:54:52
Faya Saqia,"Makasih aplikasinya membantu banget, pengaduan saya ditanggapi dengan cepat. Cek pembayaran internet sudah masuk atau belum, bisa cek juga berapa banyak penggunaan internet. Promo untuk streaming juga banyak. Top 👍",5,2023-05-21 02:42:47
Bo Bi,Pelayanan Buruk,2,2023-05-21 02:42:40
Rizky Rinaldi Kurniawan,Lemotttt bgt tlg perbaiki aplikasinya,1,2023-05-21 02:33:35
Izi Anakku,"Aplikasinya bagus, fitur banyak, ada poin juga yang bisa ditukar dengan reward. Kalo internet gangguan bisa cek di aplikasi ini. Overall aplikasinya bermanfaat banget",5,2023-05-21 02:29:27
Kayshila Shafana,Jatuh tempo pembayaran setiap bulan selalu diingetin lewat my indihome. Bagus dan tingkatkan!,5,2023-05-21 02:25:56
Iqbal M u,Makin bagus nih aplikasinya bisa cek status tagihan internet rumah jg,5,2023-05-21 02:21:35
Novita Indra Pratiwi,Mantap nih sekarang fiturnya makin banyak dan lengkap. Goodjob indihome 👍,5,2023-05-21 02:19:39
nman nkri,"semakin ke depan dalam dunia internet , trima kasih indihome..",5,2023-05-21 02:16:16
Mustiar Tiar,Sangat bermanfaat,5,2023-05-21 02:15:27
Nanda Nanda,"Aplikasinya sangat baik, loadingnya cepat dan tidak lag. Ini bagus untuk kalian yg butuh aplikasi tanpa lag dan ribet guyss",5,2023-05-21 02:13:58
dewi wulan,Aplikasi ini sangat membantu untuk mengerjakan tugas atau kerjaan karena sinyal yang stabil. Memudahkan juga bagi pengguna baru juga yang mau menggunakan jaringan wifi ini.. scr keseluruan sdh baik,5,2023-05-21 02:00:06
Ach Ridwan,Indihome terbaik pokoknya smoga semakin ++++🙏🙏🙏,5,2023-05-21 01:55:04
nazwa,"aplikasi ini mempermudah saya melakukan pembayaran tanpa harus keluar rumah, pelayanan nya yang cepat membuat saya puas dengan aplikasi ini 👍",5,2023-05-21 01:53:23
Zids Dirgantara,"Sinyal itu loh seminggu 2 mnggu oke lah lancar, klo seterunya malah tmbah lemot gmna si",1,2023-05-21 01:51:04
Siti sofur Yuliana,"Mantap daftar untuk pasang wifi jadi mudah, banyakin lagi promo nya ya",5,2023-05-21 01:50:02
Andru,"telat bayar 1jam langsung isolir, padahal pembayaran terdapat gangguan dari Indihome dari 23.00 sampe 01.30 kebijakan sangat menggangu aja",1,2023-05-21 01:44:00
Sugiantoro,Top indihome tingkatkan lagi kwalitas agar lebih oke,5,2023-05-21 01:42:20
Marta Dinata (Jolor),Professional dan mudah,5,2023-05-21 01:39:17
Ananda Sathria,"Apk kocak useless, masa buka apknya loading mulu pake sinyal wifi dari indihomenya kocak.",1,2023-05-21 01:37:47
jonah jonah,Responsif banget,5,2023-05-21 01:36:55
Titien Anria,Suka sekali dengan apk ini👍,5,2023-05-21 01:33:56
senja abstrak,internet content tuh apa.. gk detail rinciannya gk jelas,1,2023-05-21 01:20:46
Indah Widi,Mantul,5,2023-05-21 01:06:05
Enka Net.,Oke,5,2023-05-21 01:02:33
surya darma,"Alhamdulilah sudah langganan lebih dari 2 tahun, Indiehome layananannya terbaik dan sangat membantu",5,2023-05-21 00:49:08
M. Riza,"Jelek banget, buka saja susah, aplikasi nya kebuka tapi gak bisa diapa-apain katanya verifikasi data padahal sdh lama pake",1,2023-05-21 00:43:49
dwi MOeL,Verry WOW,5,2023-05-21 00:42:04
meredith,"aplikasi ini sangat mudah digunakan karena fitur nya yg ga ribet, pelayanan nya sangat ramah dan gercep, banyak pilihan metode pembayaran",5,2023-05-21 00:35:17
ate tea,"Layanannya macem-macem dan tampilannya mudah dimengerti, so far belum nemu masalah si. Keep the good work 👍👍👍",5,2023-05-21 00:32:18
Diyan Kusuma,"Aplikasinya responsif dan mudah bagi pemula, ada banyak metode pembayaran yang bisa dilakukan",5,2023-05-21 00:27:06
anala nichol,"untuk pemula seperti saya aplikasi sangat mudah dipahami, jaringan alhamdulilah jarang error, sekali error juga ga pernah lama... mantap 👍🏻👍🏻",5,2023-05-21 00:17:34
Novita Wulan,"aplikasi ini sangat membantu bagi pengguna indiHome, jaringan lancar, produk internetnya juga lengkap bisa menyesuaikan kebutuhan👍🏼",5,2023-05-21 00:14:55
Deby Listiowati,"Aplikasi ini sangat membantu sekali, layanannya sangat mantap, Tampilannya pun mudah dimengerti. Pokoknya recomended banget.",5,2023-05-21 00:10:50
Rini sayang Argi,"Aplikasi IndiHome sangat bagus digunakan jaringan jadi lancar banget, sangat membantu sekali sangat bagus digunakan untuk pemula",5,2023-05-21 00:06:28
Bagus Mahesa,lemot,1,2023-05-21 00:03:40
Ersi Martiah,"Cinta banget sama my Indihome, jaringannya oke mempermudah tugas² aku sebagai pelajar. Pelayanannya juga ramah, udah gitu harganya juga ramah banget di kantong pelajar.",5,2023-05-21 00:03:04
Risa,"Bagus bangeet,sangat recommended bagi yang suka main game atau nonton film jadi ga ngabisin banyak kuota. Harganya juga terjangkau👍",5,2023-05-20 23:59:39
Akhmad Sains,"Petugas my indiHome sangat ramah dalam melayani tagihan, gangguan internet sehingga pelanggan sangat puas dalam menggunakan indiHome, serta fitur-fitur di aplikasi my indihome sangat mudah dalam mengecek tagihan serta point yang kita dapatkan ditukar dengan hadiah menarik👍",5,2023-05-20 23:49:39
Achmad Edy Haryono,Layanan cepat,5,2023-05-20 23:48:19
Havi Aveiro,"wiihhh bagus sekali aplikasinya n aangat membantu unuk yg mau berlangganan ada juga pricelist nyaa,",5,2023-05-20 23:47:53
Diana Shafa Azizah,"Jaringannya bagus dan cepat di tempat saya, harga nya juga terjangkau kualitas jaringan nya mantap! walau kadang ada gangguan sinyal tapi ga selama itu, big stars pokoknya!🌟",5,2023-05-20 23:37:41
muja zanst,aplikasi agak lama,3,2023-05-20 23:32:41
Ari Anggraini,seringkali sangat sulit akses masuk ke aplikasi ini dan ketika melakukan pembayaran sangat lambat respon dr aplikasinya. ketika transaksi sdh berhasil pun info di dashboard awal sering tdk lngsung update. jd harus sering refresh untuk tau apakah pembayaran sdh berhasil atau blm,4,2023-05-20 23:24:36
d william K,"Pelayanan prima, saya menggunakan aplikasi myIndiHome untuk menyampaikan aduan gangguan yg terjadi pada modem, segera direspon oleh IndiHome, dalam beberapa jam kemudian teknisi datang dan dapat mengatasi gangguan. Terbaik👍🏼",5,2023-05-20 22:40:33
Zakaria Noviyanto,dipercepat lagi proses layanannya,4,2023-05-20 20:56:55
Ilham Bayu,"Dengan adanya aplikasi indihome kita bisa melihat perangkat yang terhubung tanpa melalui web lagi, dan yang lebih menarik kita bisa bayar tagihan melalui aplikasi ini...... Indihome is the best",5,2023-05-20 20:42:56
Dwi Nurrahman,aplikasi ribet. belajar sama aple buat aplikasi,1,2023-05-20 19:45:28
RE UVO,Gw gatau dg apk yg di buat Indihome . Isinya cuma sedikit tapi berat . Tiap mau akses loading lama . Dan selalu muncul pop up 'MAAF SEDANG MELAKUKAN PENINGKATAN ' Masa tiap mo buka udh 2 tahun gitu Mulu. Anj lah Kesel gw lama2,1,2023-05-20 19:24:01
Wawan Oyi,"Hari gini masih ada fup, pilihan provider sekarang banyak, customer tinggal pilih mana yg terbaik. Kalau masih ada batas fup, mending ganti provider lain",1,2023-05-20 19:12:14
Khodijah odi,"sangat merugikan, membuat peraturan yang hanya menguntungkan pihak indihome. telat bayar wifi di matikan dan kena denda ketika sudah bayar wifi tidak langsung menyala. saya pakai wifi bayar bukan mendapat sumbangan, kalau peraturan seperti ini dari sisi mana yg menguntungkan kami selaku customer",1,2023-05-20 18:55:16
Abu Bakar,"Terimakasih my indihome, setelah pemasangan indihome di rmh saya . Istri dan anak2x menjadi terbantu . Makasi ya",5,2023-05-20 18:46:02
mukti widodo,"Sangat membantu, pelayanan sangat baik begitu juga bila ada kendala cepat ditangani. Terimakasih",5,2023-05-20 18:40:48
black cyber,"makin hari makin lemot..percuma upgrade 40mbps yg make cm 4 org tp lemot y bkn main. gangguan 3-5h tetap kna cas,,giliran tlat byr gak ada dispensansi y..padahal dh rugi 5hr buat gangguan..",1,2023-05-20 18:39:59
Lana RestArt,"Aplikasinya mantap Komplit, Mulai dari, pemasangan baru, pelayanan gangguan, penambahan Speed, sampai bayar Tagihan nya bisa langsung Lewat Aplikasi nya dan metode pembayaran nya pun Lengkap.",5,2023-05-20 18:11:56
Heru GSP Story,Layanan prima...,5,2023-05-20 17:42:56
Saduni Kurniawan,"The best pokonya , respond nya cepet banget , malem pengaduan pagi pagi udah Dateng teknisi nya , mantapppp polll 👍👍👍👍👍👍👍",5,2023-05-20 17:41:45
Yunita Angelina,"Apk myIndiHome sangat recommended. Banyak fitur menarik, gampang dan memudahkan pelanggan memantau biaya yang harus di bayar, penggunaan data bulan ini dan banyak fitur promonya. Terima kasih indihome ♥️ semoga kedepannya semakin lancar jaya 🙏",5,2023-05-20 17:40:14
XI IPA 3 / 27 Rafael Rivaldo Hervian,Emang bener kata orang orang 1 -2 bulan pertama jaringan wifi lancar lancar saja terus mulai bulan 3- seterusnya sinyal lag parah ping naik turun kalo untuk main game.,1,2023-05-20 17:17:06
